program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,incorrect_length,correct_len_incorrect_seq,perfectly_reconstructed,dropped_reads_percentage,incorrect_length_percentage,correct_len_incorrect_seq_percentage,perfectly_reconstructed_percentage,divergent_reads,
bbmerge,gen_n1000000_l154_merged.fq,1000000,154,999923,978945,20978,0,103243,875702,2.098,0.0,10.324,87.57,103243,
bbmerge,gen_n1000000_l155_merged.fq,1000000,155,999916,980306,19610,0,106049,874257,1.961,0.0,10.605,87.426,106049,
bbmerge,gen_n1000000_l156_merged.fq,1000000,156,999920,978663,21257,0,107405,871258,2.126,0.0,10.741,87.126,107405,
bbmerge,gen_n1000000_l157_merged.fq,1000000,157,999892,978736,21156,0,109314,869422,2.116,0.0,10.931,86.942,109314,
bbmerge,gen_n1000000_l158_merged.fq,1000000,158,999933,978492,21441,0,111598,866894,2.144,0.0,11.16,86.689,111598,
bbmerge,gen_n1000000_l159_merged.fq,1000000,159,999910,977666,22244,0,113036,864630,2.224,0.0,11.304,86.463,113036,
bbmerge,gen_n1000000_l15_merged.fq,1000000,15,999906,905600,94306,0,10,905590,9.431,0.0,0.001,90.559,10,
bbmerge,gen_n1000000_l160_merged.fq,1000000,160,999911,978995,20916,0,115586,863409,2.092,0.0,11.559,86.341,115586,
bbmerge,gen_n1000000_l161_merged.fq,1000000,161,999908,978714,21194,0,117698,861016,2.119,0.0,11.77,86.102,117698,
bbmerge,gen_n1000000_l162_merged.fq,1000000,162,999910,978468,21442,0,119532,858936,2.144,0.0,11.953,85.894,119532,
bbmerge,gen_n1000000_l163_merged.fq,1000000,163,999933,978067,21866,0,121556,856511,2.187,0.0,12.156,85.651,121556,
bbmerge,gen_n1000000_l164_merged.fq,1000000,164,999915,977814,22101,0,123534,854280,2.21,0.0,12.353,85.428,123534,
bbmerge,gen_n1000000_l165_merged.fq,1000000,165,999917,978789,21128,0,125803,852986,2.113,0.0,12.58,85.299,125803,
bbmerge,gen_n1000000_l166_merged.fq,1000000,166,999915,977330,22585,0,127893,849437,2.259,0.0,12.789,84.944,127893,
bbmerge,gen_n1000000_l167_merged.fq,1000000,167,999913,977485,22428,0,130514,846971,2.243,0.0,13.051,84.697,130514,
bbmerge,gen_n1000000_l168_merged.fq,1000000,168,999917,977032,22885,0,132204,844828,2.288,0.0,13.22,84.483,132204,
bbmerge,gen_n1000000_l169_merged.fq,1000000,169,999922,976032,23890,0,133923,842109,2.389,0.0,13.392,84.211,133923,
bbmerge,gen_n1000000_l16_merged.fq,1000000,16,999917,904839,95078,0,6,904833,9.508,0.0,0.001,90.483,6,
bbmerge,gen_n1000000_l170_merged.fq,1000000,170,999923,977383,22540,0,136476,840907,2.254,0.0,13.648,84.091,136476,
bbmerge,gen_n1000000_l171_merged.fq,1000000,171,999914,976270,23644,0,138457,837813,2.364,0.0,13.846,83.781,138457,
bbmerge,gen_n1000000_l172_merged.fq,1000000,172,999922,975658,24264,0,141013,834645,2.426,0.0,14.101,83.465,141013,
