program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,incorrect_length_reads,divergent_reads,average_divergence,dropped_reads_percentage,incorrect_length_percentage,divergent_reads_percentage,average_divergence_percentage,perfectly_reconstructed,perfectly_reconstructed_percentage
ClipAndMerge,gen_n1000000_l214_cm.fq.gz,1000000,214,1000000,729194,270806,3746,181494,0.7470206831103932,27.081,0.375,24.89,0.349,547700,54.77
ClipAndMerge,gen_n1000000_l215_cm.fq.gz,1000000,215,1000000,727315,272685,3925,183602,0.8300117555667077,27.268,0.392,25.244,0.386,543713,54.371
ClipAndMerge,gen_n1000000_l216_cm.fq.gz,1000000,216,1000000,727030,272970,3885,185726,0.8126225877886745,27.297,0.389,25.546,0.376,541304,54.13
ClipAndMerge,gen_n1000000_l217_cm.fq.gz,1000000,217,1000000,723827,276173,3646,187246,0.7654715836795256,27.617,0.365,25.869,0.353,536581,53.658
ClipAndMerge,gen_n1000000_l218_cm.fq.gz,1000000,218,1000000,722823,277177,3738,188662,0.77763574208347,27.718,0.374,26.101,0.357,534161,53.416
ClipAndMerge,gen_n1000000_l219_cm.fq.gz,1000000,219,1000000,720656,279344,3907,190593,0.808312148930974,27.934,0.391,26.447,0.369,530063,53.006
ClipAndMerge,gen_n1000000_l21_cm.fq.gz,1000000,21,1000000,998555,1445,3,4296,0.0043202427507748695,0.145,0.0,0.43,0.021,994259,99.426
ClipAndMerge,gen_n1000000_l220_cm.fq.gz,1000000,220,1000000,719090,280910,4276,192588,0.9063858487810983,28.091,0.428,26.782,0.412,526502,52.65
ClipAndMerge,gen_n1000000_l221_cm.fq.gz,1000000,221,1000000,718337,281663,4281,194307,0.8950102806899826,28.166,0.428,27.05,0.405,524030,52.403
ClipAndMerge,gen_n1000000_l222_cm.fq.gz,1000000,222,1000000,716592,283408,4122,196299,0.8599481992542479,28.341,0.412,27.393,0.387,520293,52.029
ClipAndMerge,gen_n1000000_l223_cm.fq.gz,1000000,223,1000000,714328,285672,4044,197052,0.8172324198407455,28.567,0.404,27.586,0.366,517276,51.728
ClipAndMerge,gen_n1000000_l224_cm.fq.gz,1000000,224,1000000,712382,287618,4135,199085,0.8570008787420232,28.762,0.413,27.946,0.383,513297,51.33
ClipAndMerge,gen_n1000000_l225_cm.fq.gz,1000000,225,1000000,711481,288519,4597,201545,0.962205596495198,28.852,0.46,28.328,0.428,509936,50.994
ClipAndMerge,gen_n1000000_l226_cm.fq.gz,1000000,226,1000000,709659,290341,4564,202515,0.9433037557474787,29.034,0.456,28.537,0.417,507144,50.714
ClipAndMerge,gen_n1000000_l227_cm.fq.gz,1000000,227,1000000,708444,291556,4608,204006,0.9120198632496005,29.156,0.461,28.796,0.402,504438,50.444
ClipAndMerge,gen_n1000000_l228_cm.fq.gz,1000000,228,1000000,706449,293551,4540,206113,0.903909553272777,29.355,0.454,29.176,0.396,500336,50.034
ClipAndMerge,gen_n1000000_l229_cm.fq.gz,1000000,229,1000000,705436,294564,4763,208291,0.934590806253154,29.456,0.476,29.527,0.408,497145,49.715
ClipAndMerge,gen_n1000000_l22_cm.fq.gz,1000000,22,1000000,998437,1563,4,4279,0.004315745510232494,0.156,0.0,0.429,0.02,994158,99.416
ClipAndMerge,gen_n1000000_l230_cm.fq.gz,1000000,230,1000000,704441,295559,5288,211019,1.061617651442775,29.556,0.529,29.956,0.462,493422,49.342
ClipAndMerge,gen_n1000000_l231_cm.fq.gz,1000000,231,1000000,639855,360145,5546,191256,1.1434403106953919,36.014,0.555,29.891,0.495,448599,44.86
ClipAndMerge,gen_n1000000_l232_cm.fq.gz,1000000,232,1000000,642122,357878,5503,194695,1.0852813016841036,35.788,0.55,30.321,0.468,447427,44.743
ClipAndMerge,gen_n1000000_l233_cm.fq.gz,1000000,233,1000000,644097,355903,5261,196993,1.0471683612871974,35.59,0.526,30.584,0.449,447104,44.71
ClipAndMerge,gen_n1000000_l234_cm.fq.gz,1000000,234,1000000,646172,353828,5458,199396,1.0835025349287806,35.383,0.546,30.858,0.463,446776,44.678
ClipAndMerge,gen_n1000000_l235_cm.fq.gz,1000000,235,1000000,649073,350927,5807,202688,1.1931123309704763,35.093,0.581,31.227,0.508,446385,44.639
ClipAndMerge,gen_n1000000_l236_cm.fq.gz,1000000,236,1000000,651717,348283,5812,206280,1.1627961216294802,34.828,0.581,31.652,0.493,445437,44.544
ClipAndMerge,gen_n1000000_l237_cm.fq.gz,1000000,237,1000000,655265,344735,5820,209474,1.138118165932867,34.474,0.582,31.968,0.48,445791,44.579
ClipAndMerge,gen_n1000000_l238_cm.fq.gz,1000000,238,1000000,658457,341543,6043,212448,1.0916035519403697,34.154,0.604,32.265,0.459,446009,44.601
ClipAndMerge,gen_n1000000_l239_cm.fq.gz,1000000,239,1000000,661017,338983,6266,215533,1.1013982998924385,33.898,0.627,32.606,0.461,445484,44.548
ClipAndMerge,gen_n1000000_l23_cm.fq.gz,1000000,23,1000000,998331,1669,2,4620,0.004637740388708755,0.167,0.0,0.463,0.02,993711,99.371
ClipAndMerge,gen_n1000000_l240_cm.fq.gz,1000000,240,1000000,665120,334880,6906,220161,1.217781753668511,33.488,0.691,33.101,0.507,444959,44.496
ClipAndMerge,gen_n1000000_l241_cm.fq.gz,1000000,241,1000000,8453,991547,8453,8453,92.10812729208565,99.155,0.845,100.0,38.219,0,0.0
ClipAndMerge,gen_n1000000_l242_cm.fq.gz,1000000,242,1000000,8369,991631,8369,8369,91.45142788863663,99.163,0.837,100.0,37.79,0,0.0
ClipAndMerge,gen_n1000000_l243_cm.fq.gz,1000000,243,1000000,7858,992142,7858,7858,90.46424026469839,99.214,0.786,100.0,37.228,0,0.0
ClipAndMerge,gen_n1000000_l244_cm.fq.gz,1000000,244,1000000,8087,991913,8087,8087,91.27525658464202,99.191,0.809,100.0,37.408,0,0.0
ClipAndMerge,gen_n1000000_l245_cm.fq.gz,1000000,245,1000000,8201,991799,8201,8201,102.95781002316791,99.18,0.82,100.0,42.024,0,0.0
ClipAndMerge,gen_n1000000_l246_cm.fq.gz,1000000,246,1000000,7365,992635,7365,7365,107.76266123557366,99.264,0.737,100.0,43.806,0,0.0
ClipAndMerge,gen_n1000000_l247_cm.fq.gz,1000000,247,1000000,7045,992955,7045,7045,108.12718239886445,99.296,0.705,100.0,43.776,0,0.0
ClipAndMerge,gen_n1000000_l248_cm.fq.gz,1000000,248,1000000,6986,993014,6986,6986,105.77326080732894,99.301,0.699,100.0,42.651,0,0.0
ClipAndMerge,gen_n1000000_l249_cm.fq.gz,1000000,249,1000000,6874,993126,6874,6874,109.4381728251382,99.313,0.687,100.0,43.951,0,0.0
ClipAndMerge,gen_n1000000_l24_cm.fq.gz,1000000,24,1000000,998149,1851,4,4738,0.004771832662257839,0.185,0.0,0.475,0.02,993411,99.341
ClipAndMerge,gen_n1000000_l250_cm.fq.gz,1000000,250,1000000,7474,992526,7474,7474,118.71635001337971,99.253,0.747,100.0,47.487,0,0.0
ClipAndMerge,gen_n1000000_l25_cm.fq.gz,1000000,25,1000000,997967,2033,9,5093,0.0051765238730338775,0.203,0.001,0.51,0.021,992874,99.287
ClipAndMerge,gen_n1000000_l26_cm.fq.gz,1000000,26,1000000,997823,2177,6,5251,0.005325593817741223,0.218,0.001,0.526,0.02,992572,99.257
ClipAndMerge,gen_n1000000_l27_cm.fq.gz,1000000,27,1000000,997681,2319,5,5398,0.00545966095375175,0.232,0.001,0.541,0.02,992283,99.228
ClipAndMerge,gen_n1000000_l28_cm.fq.gz,1000000,28,1000000,997524,2476,6,5585,0.005648986891543461,0.248,0.001,0.56,0.02,991939,99.194
ClipAndMerge,gen_n1000000_l29_cm.fq.gz,1000000,29,1000000,997302,2698,5,5751,0.00580766909120808,0.27,0.001,0.577,0.02,991551,99.155
ClipAndMerge,gen_n1000000_l2_cm.fq.gz,1000000,2,1000000,0,1000000,0,0,NA,100.0,0.0,NA,NA,0,0.0
ClipAndMerge,gen_n1000000_l30_cm.fq.gz,1000000,30,1000000,997052,2948,8,5899,0.005979627943176484,0.295,0.001,0.592,0.02,991153,99.115
ClipAndMerge,gen_n1000000_l31_cm.fq.gz,1000000,31,1000000,996860,3140,10,6055,0.006195453724695544,0.314,0.001,0.607,0.02,990805,99.081
ClipAndMerge,gen_n1000000_l32_cm.fq.gz,1000000,32,1000000,996755,3245,7,6286,0.006390737944630325,0.325,0.001,0.631,0.02,990469,99.047
ClipAndMerge,gen_n1000000_l33_cm.fq.gz,1000000,33,1000000,996464,3536,8,6448,0.006590303312513046,0.354,0.001,0.647,0.02,990016,99.002
ClipAndMerge,gen_n1000000_l34_cm.fq.gz,1000000,34,1000000,996228,3772,8,6539,0.006665140911518247,0.377,0.001,0.656,0.02,989689,98.969
ClipAndMerge,gen_n1000000_l35_cm.fq.gz,1000000,35,1000000,995989,4011,10,6730,0.00689164237757646,0.401,0.001,0.676,0.02,989259,98.926
ClipAndMerge,gen_n1000000_l36_cm.fq.gz,1000000,36,1000000,995854,4146,6,6938,0.00707433017289683,0.415,0.001,0.697,0.02,988916,98.892
ClipAndMerge,gen_n1000000_l37_cm.fq.gz,1000000,37,1000000,995557,4443,9,7020,0.007235145752578707,0.444,0.001,0.705,0.02,988537,98.854
ClipAndMerge,gen_n1000000_l38_cm.fq.gz,1000000,38,1000000,995257,4743,10,7312,0.007543780149247883,0.474,0.001,0.735,0.02,987945,98.794
ClipAndMerge,gen_n1000000_l39_cm.fq.gz,1000000,39,1000000,995101,4899,6,7451,0.007596213851659279,0.49,0.001,0.749,0.019,987650,98.765
ClipAndMerge,gen_n1000000_l3_cm.fq.gz,1000000,3,1000000,0,1000000,0,0,NA,100.0,0.0,NA,NA,0,0.0
ClipAndMerge,gen_n1000000_l40_cm.fq.gz,1000000,40,1000000,999826,174,0,8348,0.008384458895847878,0.017,0.0,0.835,0.021,991478,99.148
ClipAndMerge,gen_n1000000_l41_cm.fq.gz,1000000,41,1000000,999815,185,0,8540,0.008582587778739067,0.018,0.0,0.854,0.021,991275,99.127
ClipAndMerge,gen_n1000000_l42_cm.fq.gz,1000000,42,1000000,999817,183,0,8666,0.008699592025340637,0.018,0.0,0.867,0.021,991151,99.115
ClipAndMerge,gen_n1000000_l43_cm.fq.gz,1000000,43,1000000,999754,246,0,8978,0.00901821848174651,0.025,0.0,0.898,0.021,990776,99.078
ClipAndMerge,gen_n1000000_l44_cm.fq.gz,1000000,44,1000000,999755,245,1,9285,0.009348290331131126,0.025,0.0,0.929,0.021,990470,99.047
ClipAndMerge,gen_n1000000_l45_cm.fq.gz,1000000,45,1000000,999758,242,2,9505,0.009573316742651721,0.024,0.0,0.951,0.021,990253,99.025
ClipAndMerge,gen_n1000000_l46_cm.fq.gz,1000000,46,1000000,999704,296,0,9472,0.009510815201299585,0.03,0.0,0.947,0.021,990232,99.023
ClipAndMerge,gen_n1000000_l47_cm.fq.gz,1000000,47,1000000,999725,275,0,9888,0.009941733976843631,0.028,0.0,0.989,0.021,989837,98.984
ClipAndMerge,gen_n1000000_l48_cm.fq.gz,1000000,48,1000000,999724,276,1,9851,0.009921738399798345,0.028,0.0,0.985,0.021,989873,98.987
ClipAndMerge,gen_n1000000_l49_cm.fq.gz,1000000,49,1000000,999660,340,0,10221,0.010274493327731428,0.034,0.0,1.022,0.021,989439,98.944
ClipAndMerge,gen_n1000000_l4_cm.fq.gz,1000000,4,1000000,0,1000000,0,0,NA,100.0,0.0,NA,NA,0,0.0
ClipAndMerge,gen_n1000000_l50_cm.fq.gz,1000000,50,1000000,999681,319,0,10549,0.010590378330687489,0.032,0.0,1.055,0.021,989132,98.913
ClipAndMerge,gen_n1000000_l51_cm.fq.gz,1000000,51,1000000,999641,359,2,10754,0.010881906604471005,0.036,0.0,1.076,0.021,988887,98.889
ClipAndMerge,gen_n1000000_l52_cm.fq.gz,1000000,52,1000000,999615,385,0,10890,0.010951216218244023,0.038,0.0,1.089,0.021,988725,98.873
ClipAndMerge,gen_n1000000_l53_cm.fq.gz,1000000,53,1000000,999586,414,0,11012,0.01106758197893928,0.041,0.0,1.102,0.021,988574,98.857
ClipAndMerge,gen_n1000000_l54_cm.fq.gz,1000000,54,1000000,999523,477,1,11224,0.011328403648540354,0.048,0.0,1.123,0.021,988299,98.83
ClipAndMerge,gen_n1000000_l55_cm.fq.gz,1000000,55,1000000,999536,464,3,11504,0.011669414608378288,0.046,0.0,1.151,0.021,988032,98.803
ClipAndMerge,gen_n1000000_l56_cm.fq.gz,1000000,56,1000000,999479,521,0,11640,0.011709100441329933,0.052,0.0,1.165,0.021,987839,98.784
ClipAndMerge,gen_n1000000_l57_cm.fq.gz,1000000,57,1000000,999460,540,1,11921,0.012023492686050467,0.054,0.0,1.193,0.021,987539,98.754
ClipAndMerge,gen_n1000000_l58_cm.fq.gz,1000000,58,1000000,999444,556,1,12025,0.01213674803190574,0.056,0.0,1.203,0.021,987419,98.742
ClipAndMerge,gen_n1000000_l59_cm.fq.gz,1000000,59,1000000,999373,627,2,12409,0.012564878178617993,0.063,0.0,1.242,0.021,986964,98.696
ClipAndMerge,gen_n1000000_l5_cm.fq.gz,1000000,5,1000000,0,1000000,0,0,NA,100.0,0.0,NA,NA,0,0.0
ClipAndMerge,gen_n1000000_l60_cm.fq.gz,1000000,60,1000000,999966,34,0,12577,0.012661430488636613,0.003,0.0,1.258,0.021,987389,98.739
ClipAndMerge,gen_n1000000_l61_cm.fq.gz,1000000,61,1000000,999973,27,0,12832,0.01290334839040654,0.003,0.0,1.283,0.021,987141,98.714
ClipAndMerge,gen_n1000000_l62_cm.fq.gz,1000000,62,1000000,999979,21,0,12907,0.012990272795728711,0.002,0.0,1.291,0.021,987072,98.707
ClipAndMerge,gen_n1000000_l63_cm.fq.gz,1000000,63,1000000,999968,32,1,13285,0.013431429805753785,0.003,0.0,1.329,0.021,986683,98.668
ClipAndMerge,gen_n1000000_l64_cm.fq.gz,1000000,64,1000000,999967,33,0,13516,0.013606449012817424,0.003,0.0,1.352,0.021,986451,98.645
ClipAndMerge,gen_n1000000_l65_cm.fq.gz,1000000,65,1000000,999974,26,0,13469,0.013570352829173559,0.003,0.0,1.347,0.021,986505,98.65
ClipAndMerge,gen_n1000000_l66_cm.fq.gz,1000000,66,1000000,999970,30,0,13883,0.013977419322579678,0.003,0.0,1.388,0.021,986087,98.609
ClipAndMerge,gen_n1000000_l67_cm.fq.gz,1000000,67,1000000,999959,41,0,14200,0.01428558570901407,0.004,0.0,1.42,0.021,985759,98.576
ClipAndMerge,gen_n1000000_l68_cm.fq.gz,1000000,68,1000000,999966,34,0,14409,0.014509493322772975,0.003,0.0,1.441,0.021,985557,98.556
ClipAndMerge,gen_n1000000_l69_cm.fq.gz,1000000,69,1000000,999947,53,0,14402,0.014498768434727041,0.005,0.0,1.44,0.021,985545,98.555
ClipAndMerge,gen_n1000000_l6_cm.fq.gz,1000000,6,1000000,0,1000000,0,0,NA,100.0,0.0,NA,NA,0,0.0
ClipAndMerge,gen_n1000000_l70_cm.fq.gz,1000000,70,1000000,999953,47,0,14881,0.014981704140094584,0.005,0.0,1.488,0.021,985072,98.507
ClipAndMerge,gen_n1000000_l71_cm.fq.gz,1000000,71,1000000,999944,56,0,14949,0.015060843407230805,0.006,0.0,1.495,0.021,984995,98.499
ClipAndMerge,gen_n1000000_l72_cm.fq.gz,1000000,72,1000000,999937,63,0,15261,0.015378968875039128,0.006,0.0,1.526,0.021,984676,98.468
ClipAndMerge,gen_n1000000_l73_cm.fq.gz,1000000,73,1000000,999943,57,0,15515,0.015616890162739277,0.006,0.0,1.552,0.021,984428,98.443
ClipAndMerge,gen_n1000000_l74_cm.fq.gz,1000000,74,1000000,999961,39,0,15615,0.015729613454924744,0.004,0.0,1.562,0.021,984346,98.435
ClipAndMerge,gen_n1000000_l75_cm.fq.gz,1000000,75,1000000,999938,62,0,15889,0.016024993549600075,0.006,0.0,1.589,0.021,984049,98.405
ClipAndMerge,gen_n1000000_l76_cm.fq.gz,1000000,76,1000000,999921,79,0,16142,0.01625528416744923,0.008,0.0,1.614,0.021,983779,98.378
ClipAndMerge,gen_n1000000_l77_cm.fq.gz,1000000,77,1000000,999926,74,0,16267,0.016404213911829474,0.007,0.0,1.627,0.021,983659,98.366
ClipAndMerge,gen_n1000000_l78_cm.fq.gz,1000000,78,1000000,999910,90,0,16548,0.016701503135282174,0.009,0.0,1.655,0.021,983362,98.336
ClipAndMerge,gen_n1000000_l79_cm.fq.gz,1000000,79,1000000,999910,90,0,16640,0.016780510245922132,0.009,0.0,1.664,0.021,983270,98.327
ClipAndMerge,gen_n1000000_l7_cm.fq.gz,1000000,7,1000000,0,1000000,0,0,NA,100.0,0.0,NA,NA,0,0.0
ClipAndMerge,gen_n1000000_l80_cm.fq.gz,1000000,80,1000000,999995,5,0,17148,0.017301086505432526,0.001,0.0,1.715,0.022,982847,98.285
ClipAndMerge,gen_n1000000_l81_cm.fq.gz,1000000,81,1000000,999996,4,0,17349,0.017507070028280114,0.0,0.0,1.735,0.022,982647,98.265
ClipAndMerge,gen_n1000000_l82_cm.fq.gz,1000000,82,1000000,999994,6,0,17442,0.017597105582633495,0.001,0.0,1.744,0.021,982552,98.255
ClipAndMerge,gen_n1000000_l83_cm.fq.gz,1000000,83,1000000,999993,7,0,17667,0.01783612485287397,0.001,0.0,1.767,0.021,982326,98.233
ClipAndMerge,gen_n1000000_l84_cm.fq.gz,1000000,84,1000000,999994,6,0,18016,0.018177109062654375,0.001,0.0,1.802,0.022,981978,98.198
ClipAndMerge,gen_n1000000_l85_cm.fq.gz,1000000,85,1000000,999997,3,0,18292,0.018465055395166186,0.0,0.0,1.829,0.022,981705,98.171
ClipAndMerge,gen_n1000000_l86_cm.fq.gz,1000000,86,1000000,999994,6,0,18441,0.01862611175667054,0.001,0.0,1.844,0.022,981553,98.155
ClipAndMerge,gen_n1000000_l87_cm.fq.gz,1000000,87,1000000,999990,10,0,18709,0.01888418884188842,0.001,0.0,1.871,0.022,981281,98.128
ClipAndMerge,gen_n1000000_l88_cm.fq.gz,1000000,88,1000000,999996,4,0,18977,0.019144076576306304,0.0,0.0,1.898,0.022,981019,98.102
ClipAndMerge,gen_n1000000_l89_cm.fq.gz,1000000,89,1000000,999995,5,0,19204,0.019409097045485227,0.001,0.0,1.92,0.022,980791,98.079
ClipAndMerge,gen_n1000000_l8_cm.fq.gz,1000000,8,1000000,0,1000000,0,0,NA,100.0,0.0,NA,NA,0,0.0
ClipAndMerge,gen_n1000000_l90_cm.fq.gz,1000000,90,1000000,999992,8,0,19432,0.01961515692125537,0.001,0.0,1.943,0.022,980560,98.056
ClipAndMerge,gen_n1000000_l91_cm.fq.gz,1000000,91,1000000,999989,11,0,19679,0.01985521840740248,0.001,0.0,1.968,0.022,980310,98.031
ClipAndMerge,gen_n1000000_l92_cm.fq.gz,1000000,92,1000000,999988,12,0,19962,0.020180242162905954,0.001,0.0,1.996,0.022,980026,98.003
ClipAndMerge,gen_n1000000_l93_cm.fq.gz,1000000,93,1000000,999987,13,0,20137,0.020313264072432943,0.001,0.0,2.014,0.022,979850,97.985
ClipAndMerge,gen_n1000000_l94_cm.fq.gz,1000000,94,1000000,999990,10,0,20344,0.02053320533205332,0.001,0.0,2.034,0.022,979646,97.965
ClipAndMerge,gen_n1000000_l95_cm.fq.gz,1000000,95,1000000,999991,9,0,20569,0.020790187111684004,0.001,0.0,2.057,0.022,979422,97.942
ClipAndMerge,gen_n1000000_l96_cm.fq.gz,1000000,96,1000000,999986,14,0,20777,0.020976293668111354,0.001,0.0,2.078,0.022,979209,97.921
ClipAndMerge,gen_n1000000_l97_cm.fq.gz,1000000,97,1000000,999988,12,0,21229,0.02145325743908927,0.001,0.0,2.123,0.022,978759,97.876
ClipAndMerge,gen_n1000000_l98_cm.fq.gz,1000000,98,1000000,999989,11,0,21589,0.021794239736637102,0.001,0.0,2.159,0.022,978400,97.84
ClipAndMerge,gen_n1000000_l99_cm.fq.gz,1000000,99,1000000,999973,27,0,21624,0.021865590370940016,0.003,0.0,2.162,0.022,978349,97.835
ClipAndMerge,gen_n1000000_l9_cm.fq.gz,1000000,9,1000000,0,1000000,0,0,NA,100.0,0.0,NA,NA,0,0.0
fastp,gen_n1000000_l1000_se_fp.fq.gz,1000000,1000,1000000,13297,986703,13297,13297,872.3432353162367,98.67,1.33,100.0,87.234,0,0.0
fastp,gen_n1000000_l100_se_fp.fq.gz,1000000,100,1000000,1000000,0,589,101676,0.109437,0.0,0.059,10.168,0.109,898324,89.832
fastp,gen_n1000000_l101_se_fp.fq.gz,1000000,101,1000000,1000000,0,558,103389,0.111049,0.0,0.056,10.339,0.11,896611,89.661
fastp,gen_n1000000_l102_se_fp.fq.gz,1000000,102,1000000,1000000,0,620,104337,0.112578,0.0,0.062,10.434,0.11,895663,89.566
fastp,gen_n1000000_l103_se_fp.fq.gz,1000000,103,1000000,1000000,0,609,105787,0.113961,0.0,0.061,10.579,0.111,894213,89.421
fastp,gen_n1000000_l104_se_fp.fq.gz,1000000,104,1000000,1000000,0,599,106618,0.115025,0.0,0.06,10.662,0.111,893382,89.338
fastp,gen_n1000000_l105_se_fp.fq.gz,1000000,105,1000000,1000000,0,589,107781,0.116108,0.0,0.059,10.778,0.111,892219,89.222
fastp,gen_n1000000_l106_se_fp.fq.gz,1000000,106,1000000,1000000,0,604,109250,0.117775,0.0,0.06,10.925,0.111,890750,89.075
fastp,gen_n1000000_l107_se_fp.fq.gz,1000000,107,1000000,1000000,0,631,110031,0.11887,0.0,0.063,11.003,0.111,889969,88.997
fastp,gen_n1000000_l108_se_fp.fq.gz,1000000,108,1000000,1000000,0,619,111243,0.120233,0.0,0.062,11.124,0.111,888757,88.876
fastp,gen_n1000000_l109_se_fp.fq.gz,1000000,109,1000000,1000000,0,581,112603,0.121577,0.0,0.058,11.26,0.112,887397,88.74
fastp,gen_n1000000_l10_se_fp.fq.gz,1000000,10,1000000,0,1000000,0,0,NA,100.0,0.0,NA,NA,0,0.0
fastp,gen_n1000000_l110_se_fp.fq.gz,1000000,110,1000000,1000000,0,614,113278,0.122348,0.0,0.061,11.328,0.111,886722,88.672
fastp,gen_n1000000_l111_se_fp.fq.gz,1000000,111,1000000,1000000,0,570,114125,0.123372,0.0,0.057,11.412,0.111,885875,88.587
fastp,gen_n1000000_l112_se_fp.fq.gz,1000000,112,1000000,1000000,0,619,115661,0.125196,0.0,0.062,11.566,0.112,884339,88.434
fastp,gen_n1000000_l113_se_fp.fq.gz,1000000,113,1000000,1000000,0,581,116752,0.12624,0.0,0.058,11.675,0.112,883248,88.325
fastp,gen_n1000000_l114_se_fp.fq.gz,1000000,114,1000000,1000000,0,528,117037,0.126348,0.0,0.053,11.704,0.111,882963,88.296
fastp,gen_n1000000_l115_se_fp.fq.gz,1000000,115,1000000,1000000,0,546,118625,0.128171,0.0,0.055,11.862,0.111,881375,88.138
fastp,gen_n1000000_l116_se_fp.fq.gz,1000000,116,1000000,1000000,0,544,120086,0.129837,0.0,0.054,12.009,0.112,879914,87.991
fastp,gen_n1000000_l117_se_fp.fq.gz,1000000,117,1000000,1000000,0,538,121355,0.13125,0.0,0.054,12.136,0.112,878645,87.865
fastp,gen_n1000000_l118_se_fp.fq.gz,1000000,118,1000000,1000000,0,593,122280,0.135217,0.0,0.059,12.228,0.115,877720,87.772
fastp,gen_n1000000_l119_se_fp.fq.gz,1000000,119,1000000,1000000,0,577,123929,0.139892,0.0,0.058,12.393,0.118,876071,87.607
fastp,gen_n1000000_l11_se_fp.fq.gz,1000000,11,1000000,0,1000000,0,0,NA,100.0,0.0,NA,NA,0,0.0
fastp,gen_n1000000_l120_se_fp.fq.gz,1000000,120,1000000,1000000,0,386,124143,0.141006,0.0,0.039,12.414,0.118,875857,87.586
fastp,gen_n1000000_l121_se_fp.fq.gz,1000000,121,1000000,1000000,0,2727,127316,0.227717,0.0,0.273,12.732,0.188,872684,87.268
fastp,gen_n1000000_l122_se_fp.fq.gz,1000000,122,1000000,1000000,0,3600,129479,0.274402,0.0,0.36,12.948,0.225,870521,87.052
fastp,gen_n1000000_l123_se_fp.fq.gz,1000000,123,1000000,1000000,0,4725,131164,0.339314,0.0,0.473,13.116,0.276,868836,86.884
fastp,gen_n1000000_l124_se_fp.fq.gz,1000000,124,1000000,1000000,0,6425,134391,0.446968,0.0,0.643,13.439,0.36,865609,86.561
fastp,gen_n1000000_l125_se_fp.fq.gz,1000000,125,1000000,1000000,0,1230,130360,0.145333,0.0,0.123,13.036,0.116,869640,86.964
fastp,gen_n1000000_l126_se_fp.fq.gz,1000000,126,1000000,1000000,0,8,131507,0.140849,0.0,0.001,13.151,0.112,868493,86.849
fastp,gen_n1000000_l127_se_fp.fq.gz,1000000,127,1000000,1000000,0,220,132438,0.142418,0.0,0.022,13.244,0.112,867562,86.756
fastp,gen_n1000000_l128_se_fp.fq.gz,1000000,128,1000000,1000000,0,226,133355,0.143636,0.0,0.023,13.335,0.112,866645,86.665
fastp,gen_n1000000_l129_se_fp.fq.gz,1000000,129,1000000,1000000,0,503,135911,0.147495,0.0,0.05,13.591,0.114,864089,86.409
fastp,gen_n1000000_l12_se_fp.fq.gz,1000000,12,1000000,0,1000000,0,0,NA,100.0,0.0,NA,NA,0,0.0
fastp,gen_n1000000_l130_se_fp.fq.gz,1000000,130,1000000,1000000,0,1521,138898,0.155378,0.0,0.152,13.89,0.12,861102,86.11
fastp,gen_n1000000_l131_se_fp.fq.gz,1000000,131,1000000,999999,1,1624,141051,0.15845315845315847,0.0,0.162,14.105,0.121,858948,85.895
fastp,gen_n1000000_l132_se_fp.fq.gz,1000000,132,1000000,1000000,0,1600,141740,0.159435,0.0,0.16,14.174,0.121,858260,85.826
fastp,gen_n1000000_l133_se_fp.fq.gz,1000000,133,1000000,1000000,0,1575,143680,0.162238,0.0,0.158,14.368,0.122,856320,85.632
fastp,gen_n1000000_l134_se_fp.fq.gz,1000000,134,1000000,1000000,0,1581,145306,0.164224,0.0,0.158,14.531,0.123,854694,85.469
fastp,gen_n1000000_l135_se_fp.fq.gz,1000000,135,1000000,1000000,0,1748,147026,0.17086,0.0,0.175,14.703,0.127,852974,85.297
fastp,gen_n1000000_l136_se_fp.fq.gz,1000000,136,1000000,1000000,0,1704,148315,0.171868,0.0,0.17,14.832,0.126,851685,85.169
fastp,gen_n1000000_l137_se_fp.fq.gz,1000000,137,1000000,1000000,0,1771,150216,0.175338,0.0,0.177,15.022,0.128,849784,84.978
fastp,gen_n1000000_l138_se_fp.fq.gz,1000000,138,1000000,1000000,0,1792,151609,0.177343,0.0,0.179,15.161,0.129,848391,84.839
fastp,gen_n1000000_l139_se_fp.fq.gz,1000000,139,1000000,1000000,0,1744,152413,0.177993,0.0,0.174,15.241,0.128,847587,84.759
fastp,gen_n1000000_l13_se_fp.fq.gz,1000000,13,1000000,0,1000000,0,0,NA,100.0,0.0,NA,NA,0,0.0
fastp,gen_n1000000_l140_se_fp.fq.gz,1000000,140,1000000,1000000,0,1919,154342,0.184458,0.0,0.192,15.434,0.132,845658,84.566
fastp,gen_n1000000_l141_se_fp.fq.gz,1000000,141,1000000,1000000,0,1864,156054,0.186576,0.0,0.186,15.605,0.132,843946,84.395
fastp,gen_n1000000_l142_se_fp.fq.gz,1000000,142,1000000,1000000,0,1952,157914,0.189687,0.0,0.195,15.791,0.134,842086,84.209
fastp,gen_n1000000_l143_se_fp.fq.gz,1000000,143,1000000,1000000,0,1875,159703,0.191852,0.0,0.188,15.97,0.134,840297,84.03
fastp,gen_n1000000_l144_se_fp.fq.gz,1000000,144,1000000,1000000,0,1862,160534,0.192926,0.0,0.186,16.053,0.134,839466,83.947
fastp,gen_n1000000_l145_se_fp.fq.gz,1000000,145,1000000,1000000,0,2064,161990,0.199969,0.0,0.206,16.199,0.138,838010,83.801
